Small Unit Installation Postcode,Previous Years (2001-2020) - Installation Quantity,Previous Years (2001-2020) - SGU Output Rated Output in kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,June 2021 - Installations Quantity,June 2021 - SGU Rated Output In kW,July 2021 - Installations Quantity,July 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output in kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output in kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output in kW,June 2022 - Installations Quantity,June 2022 - SGU Rated Output in kW,July 2022 - Installations Quantity,July 2022 - SGU Rated Output in kW,Installations Quantity Total,SGU Rated Output In kW Total
6157,1552,6369.88,11,72.14,22,143.39,15,87.724,17,111.19,22,161.56,13,79.66,15,122.62,21,146.25,15,100.70,11,72.27,18,121.41,20,163.33,12,68.11,15,109.06,19,126.37,14,91,11,75,10,62,7,46.39,1840,8330.56
6158,799,3544.20,11,74.15,8,54.28,14,92.31,9,59.79,11,70.21,6,38.76,7,47.66,14,93.93,7,51.90,6,48.84,11,76.60,12,79.83,7,48.48,7,48.01,9,57.40,5,33,9,70,8,57,3,24.86,963,4670.92
6159,236,1211.31,2,33.93,2,13.26,6,36.15,5,36.95,2,9.99,5,28.51,3,19.92,4,28.86,0,0.00,2,13.14,4,23.62,3,18.85,4,27.55,2,10.15,2,13.26,4,24,2,14,2,13,1,6.60,291,1583.04
6160,769,3406.95,5,33.26,12,75.96,13,89.355,6,38.82,8,44.26,8,67.12,6,34.71,7,40.59,7,69.30,6,116.99,10,72.23,6,47.50,3,22.68,6,36.61,10,60.62,8,50,7,72,3,17,3,16.99,903,4412.49
6161,4,72.90,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,4,72.90
6162,1490,5397.94,14,96.54,15,103.92,14,79.915,15,95.59,14,120.64,18,118.99,9,61.63,20,135.51,19,133.50,14,85.57,16,103.09,17,105.41,10,66.36,16,98.75,21,236.49,4,24,25,160,13,70,3,18.28,1767,7311.88
6163,7655,35201.85,64,426.86,67,480.18,92,780.96,78,516.51,77,708.99,78,512.07,62,445.26,78,536.10,68,542.23,74,833.51,85,664.89,81,717.59,43,282.31,73,504.05,69,482.67,50,386,45,306,66,459,31,211.73,8936,44998.64
6164,10679,47042.63,126,816.30,125,863.99,187,1158.886,153,1026.59,125,839.75,115,899.15,133,892.04,151,947.28,109,734.17,93,630.58,132,875.77,163,1141.11,94,623.32,92,615.60,118,811.95,62,510,100,651,79,538,46,326.94,12882,61944.80
6165,40,1549.38,0,0.00,0,0.00,0,0,1,39.84,2,112.57,1,39.60,0,0.00,0,0.00,1,39.60,2,16.66,2,40.56,1,99.00,0,0.00,1,35.15,0,0.00,0,0,0,0,0,0,0,0.00,51,1972.35
6166,1595,8222.08,14,96.15,25,154.68,20,132.79,19,114.91,10,67.06,17,133.09,19,218.14,17,150.59,22,160.77,5,33.24,17,116.36,19,130.27,19,123.37,16,153.96,18,121.53,9,58,11,76,6,48,10,66.05,1888,10377.02
6167,4410,17719.44,54,327.12,50,319.45,55,322.735,45,288.71,44,261.32,47,334.19,81,500.62,49,293.49,46,322.25,46,299.80,40,275.81,58,356.19,37,244.84,40,261.16,48,320.10,32,210,54,333,33,215,26,161.73,5295,23366.69
6168,4267,16319.88,31,192.44,31,216.78,49,319.12,24,156.37,27,200.38,39,248.34,26,157.31,27,174.88,24,193.10,34,243.25,43,359.64,39,426.74,20,130.14,20,135.81,24,219.94,33,212,32,200,39,248,23,152.54,4852,20505.70
6169,6806,24070.60,54,327.91,74,474.64,92,568.12,60,388.41,73,457.02,66,407.50,101,567.07,56,364.13,50,367.94,50,325.13,90,527.51,48,306.58,38,250.85,38,249.17,53,346.69,40,240,40,270,47,303,31,204.24,7907,31015.51
6170,2741,12174.70,47,266.33,31,203.93,42,281.195,47,300.72,26,167.09,33,208.22,52,307.40,33,206.76,28,187.44,20,129.91,30,197.30,59,354.60,23,138.64,24,154.56,27,182.34,24,147,48,290,29,193,21,140.51,3385,16231.55
6171,7094,30169.66,112,640.43,67,423.58,85,537.625,81,515.51,81,561.46,83,521.79,107,638.81,84,566.83,72,466.17,70,459.82,97,582.26,88,537.21,51,331.44,76,511.16,76,485.68,91,589,68,439,50,335,48,323.19,8581,39635.79
6172,2716,10682.18,25,172.15,27,156.42,35,215.88,32,238.89,18,111.40,30,160.66,33,185.38,22,127.59,22,127.90,16,95.11,46,264.00,18,111.55,20,135.03,33,214.58,12,110.15,20,139,14,109,15,102,7,37.46,3161,13495.40
6173,2231,9602.72,23,168.56,36,229.27,31,191.4,26,169.91,22,149.13,28,179.60,46,289.27,18,126.27,29,197.34,16,108.75,54,347.02,16,108.54,11,68.42,12,69.78,14,93.00,31,201,21,144,16,103,18,121.70,2699,12668.43
6174,806,3599.61,14,80.83,18,107.98,14,85.27,17,111.23,8,53.22,10,67.45,14,84.29,14,89.34,11,73.04,10,65.61,19,108.71,15,98.74,5,33.17,6,36.82,10,66.39,18,92,10,58,11,71,3,23.01,1033,5006.08
6175,740,3040.57,5,27.90,11,57.32,18,118.885,7,48.36,4,27.07,6,40.48,7,36.69,7,53.19,8,62.72,4,26.58,8,48.61,7,46.56,9,59.73,3,19.86,8,56.26,6,38,6,37,3,20,5,33.21,872,3899.26
6176,329,1715.28,4,31.92,3,19.46,8,49.02,1,6.60,5,46.25,4,26.13,2,9.78,5,39.84,4,23.81,2,19.86,6,38.22,5,30.26,3,20.82,2,13.32,0,0.00,10,62,3,23,3,33,1,6.66,400,2215.13
6180,1308,5404.92,13,80.88,34,188.67,14,90.225,10,60.82,23,152.69,14,82.70,22,129.29,14,90.04,13,81.48,8,43.00,26,143.71,11,76.78,7,40.81,13,86.97,15,96.27,23,144,12,67,8,53,3,19.90,1591,7133.26
6181,129,614.22,1,13.32,2,13.26,5,36.76,1,6.66,2,17.33,1,6.63,0,0.00,0,0.00,1,6.66,3,24.15,2,13.03,0,0.00,0,0.00,1,6.66,0,0.00,1,13,0,0,1,13,2,19.96,152,805.22
6207,274,1431.51,2,12.92,5,33.14,3,19.98,1,6.66,2,17.16,4,60.62,2,13.31,3,22.14,3,38.24,4,23.25,4,54.12,3,16.99,2,14.58,9,69.89,2,16.78,1,7,1,7,2,13,3,24.68,330,1902.40
6208,3100,12197.30,26,197.61,61,362.01,40,261.34,34,267.58,27,184.47,26,164.15,36,211.69,35,251.87,29,186.44,17,142.08,47,292.10,18,122.51,8,52.95,25,164.58,20,134.98,30,187,23,161,22,130,10,64.52,3634,15736.23
6209,412,1590.11,1,10.36,1,3.78,2,19.61,2,19.42,4,28.49,6,50.30,1,6.60,6,37.14,2,13.32,2,16.96,4,33.86,0,0.00,4,30.45,5,34.36,1,12.87,1,7,0,0,3,27,1,14.96,458,1956.51
6210,15381,56878.52,137,845.81,200,1213.73,196,1344.68,148,969.73,138,894.26,167,1070.88,171,1116.57,136,878.11,134,901.82,118,779.32,187,1151.03,110,747.08,84,529.82,91,571.94,129,876.57,88,597,120,801,93,616,65,436.46,17893,73220.64
6211,1843,7586.46,22,138.29,26,161.26,29,189.94,26,165.77,24,152.72,34,203.96,26,165.56,24,153.23,17,110.70,13,76.81,28,162.44,16,107.49,11,75.15,10,65.05,15,137.12,19,131,18,132,15,99,5,33.28,2221,10047.58
6213,137,603.77,1,6.66,1,6.66,2,12.72,3,19.98,1,6.60,2,10.36,1,6.27,1,6.66,2,21.09,1,6.66,1,10.89,1,7.70,0,0.00,0,0.00,0,0.00,2,47,0,0,1,7,1,10.56,158,789.87
6214,131,561.63,1,3.96,1,3.96,0,0,3,17.18,2,13.32,2,10.31,3,17.10,3,21.10,1,6.66,1,6.40,0,0.00,0,0.00,0,0.00,0,0.00,2,12.95,0,0,2,13,1,7,1,6.66,154,701.15
6215,793,3653.71,6,39.70,11,64.35,7,43.66,4,26.64,9,74.78,10,60.64,10,71.48,3,16.96,6,38.94,3,17.29,7,43.66,5,31.62,6,39.19,5,32.85,8,58.31,6,41,4,24,2,13,4,31.54,909,4423.46
6218,112,471.13,0,0.00,0,0.00,2,11.84,0,0.00,2,50.32,0,0.00,1,6.66,1,6.60,2,13.29,1,6.66,2,13.09,0,0.00,0,0.00,1,6.63,2,19.65,2,16,0,0,0,0,0,0.00,128,621.37
6219,3,19.83,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,3.70,0,0.00,0,0.00,0,0.00,1,6.57,1,6.55,1,13.20,0,0,0,0,0,0,0,0.00,7,49.85
6220,791,4039.90,9,64.35,10,78.63,8,53.22,8,51.85,7,57.17,9,77.08,5,38.96,11,70.08,11,121.38,9,59.39,7,46.50,2,13.32,4,26.29,7,43.69,9,52.05,3,20,13,123,10,202,0,0.00,933,5238.57
6221,41,231.07,0,0.00,3,31.07,1,3.7,0,0.00,2,16.74,1,6.66,1,6.38,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.40,0,0,1,9,0,0,0,0.00,51,311.38
6223,28,129.74,1,6.60,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.66,1,6.30,1,7.70,1,6.66,0,0.00,1,19.61,0,0.00,1,12,0,0,0,0,0,0.00,35,195.59
6224,192,1112.88,1,6.66,1,5.55,2,8.99,1,4.07,3,19.98,2,13.26,2,13.26,7,43.68,0,0.00,1,6.66,1,6.65,0,0.00,3,19.63,0,0.00,12,51.50,2,10,1,7,4,22,0,0.00,235,1351.00
6225,1492,5912.57,12,77.21,10,66.70,10,60.11,10,58.52,12,80.18,14,88.56,17,127.41,16,102.13,13,88.25,18,208.13,19,115.85,19,129.08,8,54.51,14,95.53,14,82.65,2,13,10,69,13,76,5,30.43,1728,7535.38
6226,190,874.75,1,6.60,3,19.98,3,17.07,1,6.66,1,6.66,3,19.92,2,12.60,1,8.72,3,20.66,1,6.63,4,30.70,2,13.21,3,19.62,1,6.66,0,0.00,2,13,1,7,2,13,1,8.88,225,1112.15
6227,155,618.81,0,0.00,0,0.00,4,26.64,0,0.00,1,6.66,0,0.00,1,6.60,1,6.64,1,12.00,2,13.32,2,13.32,0,0.00,1,6.66,2,13.32,2,13.32,0,0,1,6,0,0,0,0.00,173,743.58
6228,26,134.80,0,0.00,0,0.00,1,6.66,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,29,154.78
6229,35,607.58,2,13.20,0,0.00,0,0,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,4,235.35,0,0.00,0,0.00,1,13.32,1,10.81,0,0,0,0,0,0,0,0.00,45,893.58
6230,5891,25229.94,39,256.37,64,453.17,79,506.26,65,474.29,83,531.00,71,518.84,57,441.92,84,576.23,71,457.76,60,558.38,66,471.02,80,639.10,56,392.57,66,439.98,61,388.01,50,346,50,295,37,258,31,210.44,7061,33444.20
6231,17,45.13,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,17,45.13
6232,1990,7404.47,26,166.62,21,128.71,24,154.465,14,80.91,29,184.31,20,133.82,29,185.76,18,118.80,13,73.10,26,172.85,30,234.42,26,168.24,8,45.27,21,173.18,23,140.74,24,158,17,102,13,86,8,53.15,2380,9964.30
6233,3415,13870.90,38,237.75,40,252.33,49,301.74,42,270.01,32,206.39,38,231.70,43,264.73,46,297.33,34,220.21,25,164.53,37,250.02,48,339.63,21,139.05,33,257.40,57,389.76,37,244,38,252,21,139,13,90.51,4107,18419.28
6236,423,1861.84,4,33.12,3,15.28,2,10.36,4,35.57,6,35.40,2,9.90,7,42.11,4,26.07,8,70.18,7,48.30,4,28.19,6,40.10,1,6.40,8,59.33,3,19.87,5,36,3,22,2,17,0,0.00,502,2416.96
6237,527,2205.26,2,10.29,3,19.39,8,67.34,3,19.98,3,19.98,8,53.53,9,53.96,6,39.40,2,13.32,1,3.63,4,24.72,5,36.43,1,6.60,4,26.18,7,44.51,5,55,2,13,4,32,1,5.04,605,2749.61
6239,900,3889.05,8,63.58,10,63.92,9,56.92,9,66.28,13,80.23,10,94.67,8,51.55,12,83.14,11,76.07,6,49.82,12,73.26,12,84.43,4,43.92,6,36.00,20,129.04,7,62,8,68,7,76,4,37.67,1076,5185.45
6240,48,214.68,1,6.66,1,4.65,0,0,0,0.00,0,0.00,0,0.00,1,5.18,0,0.00,0,0.00,1,6.66,0,0.00,2,14.43,1,3.85,0,0.00,2,18.69,0,0,0,0,0,0,0,0.00,57,274.80
6243,4,15.65,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.55,0,0,0,0,0,0,0,0.00,5,22.19
6244,203,864.43,2,13.32,3,16.22,2,28.74,3,20.72,1,15.54,3,19.84,1,6.60,3,17.06,2,10.36,1,6.66,0,0.00,2,19.98,2,13.00,0,0.00,3,19.40,2,26,3,23,0,0,1,7.47,237,1128.53
6251,77,563.27,0,0.00,0,0.00,1,19.98,0,0.00,1,5.55,1,6.66,0,0.00,2,13.06,1,6.63,0,0.00,1,12.32,1,3.70,0,0.00,0,0.00,2,13.26,1,7,0,0,1,13,0,0.00,89,663.96
6252,20,96.52,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,1,6.64,0,0.00,1,6.66,1,6.21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,23,116.03
6253,150,563.58,0,0.00,3,19.92,1,6.66,2,16.12,1,6.66,0,0.00,1,19.98,1,4.62,3,17.70,1,10.78,0,0.00,1,6.63,0,0.00,2,12.84,2,19.14,0,0,3,21,1,7,1,7.41,173,740.06
6254,73,284.55,1,7.70,1,6.65,0,0,1,6.66,0,0.00,0,0.00,0,0.00,2,12.48,1,3.96,0,0.00,1,6.40,0,0.00,1,6.55,0,0.00,0,0.00,0,0,1,8,1,9,0,0.00,83,352.60
6255,638,2498.37,5,49.21,8,51.84,9,66.12,7,48.98,5,43.66,6,34.65,9,62.82,16,100.51,5,38.19,11,63.64,4,21.89,6,41.41,8,54.56,8,51.78,6,55.39,8,53,7,45,9,63,6,35.99,781,3480.53
6256,27,121.62,1,6.66,0,0.00,0,0,1,6.66,0,0.00,0,0.00,1,6.64,0,0.00,0,0.00,3,51.29,2,15.57,2,14.32,2,12.14,0,0.00,0,0.00,0,0,2,21,0,0,0,0.00,41,255.96
6258,702,3939.46,2,13.26,2,14.58,2,9.93,5,32.49,9,75.42,6,39.36,0,0.00,8,80.12,4,23.28,3,18.00,6,38.22,2,10.36,1,6.66,6,79.94,6,49.02,2,12,6,40,6,42,4,26.58,782,4550.88
6260,173,1159.53,1,6.29,3,145.26,0,0,0,0.00,1,14.04,3,15.03,2,12.96,2,19.98,0,0.00,2,10.36,1,8.09,2,12.43,1,6.66,0,0.00,1,9.63,1,7,0,0,1,20,1,10.73,195,1457.56
6262,112,607.14,0,0.00,3,17.16,1,6.66,0,0.00,1,6.66,1,4.68,4,40.60,0,0.00,1,6.66,1,9.62,0,0.00,1,6.66,0,0.00,0,0.00,2,46.19,0,0,0,0,0,0,0,0.00,127,752.02
6271,693,2808.53,5,33.18,6,42.12,8,50.96,7,47.67,5,37.56,9,68.46,13,89.80,14,89.68,11,65.52,8,45.58,1,8.51,4,29.65,4,28.55,5,41.92,11,73.52,4,29,9,54,15,110,4,26.60,836,3780.88
6275,289,1220.20,1,8.84,5,33.62,3,20.22,3,25.47,3,27.72,2,11.10,3,19.88,4,23.61,1,6.40,3,17.79,1,6.66,5,39.73,1,6.40,3,37.45,0,0.00,4,36,4,24,3,29,2,13.30,340,1607.15
6280,4955,22778.49,32,199.16,55,393.96,62,446.675,47,327.92,45,334.63,57,418.62,41,291.72,57,392.41,64,425.89,78,572.10,85,566.26,52,425.63,56,373.53,58,403.45,49,351.07,32,212,36,232,36,274,30,206.16,5927,29625.21
6281,1383,7121.63,23,154.92,24,203.97,26,176.12,16,114.96,20,137.87,20,132.82,18,119.77,16,105.26,21,141.35,17,109.43,17,128.69,25,170.40,9,59.29,19,148.13,22,150.90,19,124,9,63,20,131,10,73.52,1734,9567.52
6282,404,2091.77,4,30.92,11,72.65,6,50.07,2,13.31,7,51.57,3,19.82,2,17.86,5,33.14,5,33.91,6,46.19,3,17.61,6,105.69,3,22.34,3,19.90,3,19.72,4,30,1,4,4,28,3,22.92,485,2731.75
6284,333,1927.10,2,13.26,3,19.97,4,28.37,3,22.20,3,19.60,8,54.62,7,45.58,7,47.33,4,27.69,3,18.26,9,67.21,14,135.87,6,44.34,2,19.69,4,28.43,6,42,7,44,4,26,3,21.46,432,2653.17
6285,1189,5806.88,14,96.42,14,84.66,13,125.15,10,67.28,11,81.51,12,87.41,14,87.25,27,380.07,15,116.25,16,104.20,19,131.99,22,149.36,12,84.92,14,92.06,16,102.25,12,78,14,101,18,165,12,95.87,1474,8038.79
6286,126,662.66,3,25.24,4,37.74,3,19.92,3,20.06,0,0.00,1,6.63,2,7.71,0,0.00,2,12.16,0,0.00,1,6.63,5,43.55,0,0.00,2,13.32,2,7.07,1,7,0,0,3,21,3,34.56,161,925.00
6288,84,581.56,1,6.62,1,5.67,1,12.58,2,46.44,2,32.56,1,6.66,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,6,49.64,1,6.66,0,0.00,1,6.66,0,0,1,4,1,13,0,0.00,103,778.92
6290,291,1130.78,1,6.66,3,16.93,4,116.49,3,13.46,2,13.31,3,19.92,1,5.52,5,65.25,3,21.74,3,16.81,1,8.63,4,25.16,3,20.28,1,6.29,3,17.07,2,15,3,24,0,0,1,8.88,337,1551.63
6302,747,3209.41,1,6.50,5,30.54,9,51.305,7,40.52,7,48.58,3,18.26,5,30.48,7,51.62,10,76.45,4,23.98,9,119.59,9,60.57,4,26.36,7,46.60,5,32.99,4,32,7,47,10,65,4,44.03,864,4061.01
6304,403,1457.70,4,26.58,6,32.68,4,27.69,1,6.66,4,16.90,5,33.21,3,22.25,1,6.66,4,27.82,0,0.00,2,13.26,4,25.89,4,25.75,2,14.43,2,13.38,3,20,1,13,2,14,0,0.00,455,1798.04
6306,173,857.63,0,0.00,2,29.78,0,0,2,13.26,0,0.00,1,6.66,2,13.29,1,6.66,2,12.82,0,0.00,2,19.67,0,0.00,0,0.00,1,7.80,0,0.00,1,4,2,13,0,0,1,6.60,190,991.39
6308,264,1257.03,3,11.62,8,48.69,3,28.71,5,33.15,2,14.88,5,64.92,2,10.36,0,0.00,2,13.32,2,14.63,1,6.63,3,21.90,2,9.64,0,0.00,3,16.49,2,13,1,8,3,20,0,0.00,311,1593.49
6309,61,301.89,0,0.00,0,0.00,2,12.52,1,3.33,2,10.36,0,0.00,0,0.00,0,0.00,0,0.00,1,17.71,1,6.66,0,0.00,0,0.00,1,6.63,1,6.66,0,0,0,0,0,0,0,0.00,70,365.76
6311,98,399.88,1,6.66,2,10.30,2,13.26,0,0.00,1,7.77,0,0.00,0,0.00,1,6.66,1,12.95,2,13.32,1,3.33,3,19.50,0,0.00,1,6.66,0,0.00,1,7,1,6,0,0,0,0.00,115,513.24
6312,549,2597.89,3,17.28,6,39.96,2,13.32,5,33.24,2,13.32,6,43.98,4,23.68,9,57.09,3,19.76,7,53.11,8,104.76,6,50.27,3,19.95,3,21.23,7,44.17,1,7,8,50,4,32,3,19.95,639,3261.69
6313,44,184.07,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,12,0,0,0,0,0,0.00,48,215.75
6315,325,1473.42,0,0.00,2,13.32,1,6.27,1,6.66,5,33.21,1,6.66,3,19.90,1,13.32,0,0.00,0,0.00,3,19.69,4,26.64,1,6.60,1,6.60,0,0.00,1,7,2,13,1,7,1,6.63,353,1665.56
6316,66,246.24,0,0.00,0,0.00,0,0,0,0.00,1,6.66,0,0.00,2,13.32,0,0.00,1,6.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,4,0,0,0,0.00,71,276.81
6317,422,1915.78,3,26.26,3,18.88,0,0,6,35.49,3,18.50,2,14.04,5,37.98,7,42.88,6,45.08,2,9.30,5,33.06,4,24.97,2,10.36,0,0.00,2,13.23,2,13,1,8,0,0,0,0.00,475,2267.06
6318,52,207.91,0,0.00,0,0.00,1,6.66,0,0.00,0,0.00,0,0.00,3,22.65,2,20.60,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,15.50,0,0.00,0,0,0,0,1,7,1,6.60,62,286.58
6320,61,332.10,0,0.00,0,0.00,0,0,2,13.32,2,13.32,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,7,0,0,0,0.00,66,365.34
6321,40,198.63,0,0.00,0,0.00,0,0,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.21,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,1,7,1,6,0,0.00,44,224.37
6322,30,132.48,0,0.00,1,6.60,0,0,0,0.00,1,8.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,33,154.59
6323,148,606.02,1,7.90,0,0.00,1,4.44,1,4.14,0,0.00,1,10.56,1,3.70,1,9.36,1,6.63,1,6.66,4,23.65,1,6.63,1,6.63,0,0.00,1,6.63,1,7,1,7,0,0,1,6.66,166,722.90
6324,400,1931.45,1,13.32,2,14.52,3,17.01,3,24.96,5,37.37,2,11.73,0,0.00,4,32.19,2,12.12,4,30.26,2,14.80,6,46.23,1,6.63,3,19.98,6,39.81,1,7,4,36,2,12,1,3.70,452,2311.52
6326,63,228.34,0,0.00,0,0.00,0,0,0,0.00,0,0.00,1,6.63,0,0.00,0,0.00,0,0.00,1,9.36,1,6.63,1,8.88,0,0.00,0,0.00,0,0.00,1,12,0,0,0,0,1,6.66,69,278.98
6327,36,143.47,0,0.00,0,0.00,0,0,0,0.00,2,9.03,1,3.70,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,6.63,0,0.00,0,0,0,0,0,0,0,0.00,40,162.83
6328,44,194.11,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,4,26.64,0,0.00,0,0.00,1,16.65,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,49,237.40
6330,3431,14290.81,15,86.73,31,236.49,39,354.345,31,209.07,25,162.15,20,132.49,25,149.18,27,160.46,28,210.59,38,382.85,40,265.35,40,293.53,14,92.96,30,198.26,41,304.38,30,185,36,199,24,249,9,56.77,3974,18219.64
6331,2,5.59,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,2,5.59
6332,6,17.13,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,6,17.13
6333,855,3540.93,7,42.29,5,28.26,8,49.68,5,43.39,5,31.02,8,48.79,4,18.01,5,30.28,9,150.85,7,66.54,5,33.85,6,76.85,5,31.33,4,30.45,8,57.80,5,37,10,60,5,136,1,6.64,967,4520.59
6335,93,471.87,0,0.00,1,6.60,3,19.98,0,0.00,3,19.98,0,0.00,6,36.57,2,17.06,1,8.14,0,0.00,2,13.32,0,0.00,1,6.66,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,112,600.18
6336,44,196.72,0,0.00,0,0.00,0,0,1,6.66,0,0.00,0,0.00,0,0.00,2,19.98,1,6.66,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,48,230.02
6337,36,187.10,0,0.00,1,6.66,2,13.32,0,0.00,0,0.00,0,0.00,0,0.00,2,13.32,0,0.00,0,0.00,0,0.00,2,15.60,0,0.00,0,0.00,0,0.00,0,0,0,0,2,20,0,0.00,45,255.82
6338,88,443.90,1,6.60,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,2,19.98,1,7.56,0,0.00,0,0.00,0,0.00,1,6.66,0,0.00,1,7.92,2,26,1,7,1,7,0,0.00,98,531.98
6341,23,135.03,0,0.00,2,13.20,0,0,0,0.00,4,33.18,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,18.00,0,0,0,0,0,0,0,0.00,30,199.41
6343,19,90.73,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,17.20,0,0,0,0,0,0,0,0.00,20,107.93
6346,43,301.97,0,0.00,1,6.60,1,6.66,0,0.00,1,3.70,0,0.00,0,0.00,1,4.55,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,15.28,0,0,0,0,0,0,0,0.00,49,338.76
6348,104,452.81,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,14.49,15,107.47,0,0.00,1,11.34,0,0.00,0,0,2,13,1,7,0,0.00,126,606.08
6350,56,259.95,0,0.00,0,0.00,2,13.32,0,0.00,0,0.00,2,24.84,0,0.00,1,13.20,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,61,311.31
6351,5,23.86,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,5,23.86
6352,24,195.59,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,1,6.63,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,7,0,0,0,0,0,0.00,26,208.88
6353,100,516.19,0,0.00,0,0.00,0,0,0,0.00,4,18.50,2,16.68,0,0.00,5,64.92,1,6.66,1,6.63,1,13.09,1,25.60,0,0.00,0,0.00,1,6.60,0,0,0,0,1,13,0,0.00,117,688.13
