Small Unit Installation Postcode,Previous Years (2001-2020) - Installation Quantity,Previous Years (2001-2020) - SGU Output Rated Output in kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,June 2021 - Installations Quantity,June 2021 - SGU Rated Output In kW,July 2021 - Installations Quantity,July 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output in kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output in kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output in kW,June 2022 - Installations Quantity,June 2022 - SGU Rated Output in kW,July 2022 - Installations Quantity,July 2022 - SGU Rated Output in kW,Installations Quantity Total,SGU Rated Output In kW Total
3067,188,1320.07,2,10.18,0,0.00,3,105.48,3,15.62,2,5.54,3,14.42,2,15.45,2,12.95,0,0.00,1,11.10,2,22.20,4,23.53,1,4.80,2,12.04,2,8.74,0,0,1,7,1,2,0,0.00,219,1591.02
3068,830,3288.96,10,46.10,7,41.24,15,78.68,12,75.26,15,146.09,5,60.56,7,41.91,5,32.45,4,22.97,7,34.82,11,76.97,9,50.59,3,19.32,5,31.70,7,38.46,9,45,6,40,6,35,2,12.10,975,4218.11
3070,1631,6130.60,8,138.53,21,128.32,25,137.36,26,150.38,21,122.60,21,103.82,11,87.37,11,80.36,7,41.98,18,142.76,22,147.09,23,181.54,7,38.70,12,88.44,9,64.82,7,43,9,64,10,61,3,46.06,1902,7999.46
3071,987,4597.14,6,36.15,18,104.09,21,130.08,19,103.86,17,97.93,21,119.90,14,86.03,15,125.21,7,49.28,8,57.83,10,86.54,11,81.59,7,47.08,7,35.38,16,113.74,7,49,0,0,7,50,0,0.00,1198,5970.98
3072,1819,8417.59,13,81.25,25,148.68,22,142.61,33,214.39,31,187.03,29,203.04,25,216.53,14,119.89,10,94.40,21,135.82,24,169.08,24,246.30,15,104.33,21,180.56,14,289.61,3,26,19,183,14,197,5,38.52,2181,11396.16
3073,2722,11235.01,18,108.49,24,208.15,39,203.54,30,232.37,36,211.55,25,147.31,25,154.44,22,214.75,17,123.51,29,308.98,33,214.23,30,415.53,17,118.10,19,126.14,15,87.12,21,158,20,247,11,91,2,18.70,3155,14622.99
3074,1393,10091.12,13,162.28,11,98.16,25,242.87,14,127.70,22,274.86,19,338.92,19,193.49,24,273.47,15,139.41,14,127.14,23,225.98,11,137.88,8,50.70,11,99.54,10,71.17,7,105,12,145,3,22,5,69.48,1659,12995.88
3075,1385,5804.17,21,146.69,25,163.11,29,213.42,23,158.99,17,166.07,20,127.80,19,158.82,28,229.65,13,103.72,10,131.65,17,124.34,17,139.27,11,68.56,11,78.85,17,105.50,7,49,7,54,9,68,4,26.52,1690,8118.12
3076,2733,13044.97,37,261.59,49,512.82,55,373.005,69,400.53,47,286.39,43,392.55,50,319.92,39,428.50,20,161.19,23,337.10,40,333.59,36,349.42,19,318.65,17,116.59,24,223.71,15,131,18,186,15,123,12,100.95,3361,18401.15
3078,821,3904.52,10,96.46,10,61.99,18,113.57,11,61.35,12,65.65,6,29.00,5,42.31,5,67.89,4,31.99,9,72.69,13,165.04,11,190.33,4,22.83,8,60.16,4,32.44,5,34,10,90,4,55,1,6.64,971,5203.01
3079,833,4160.96,8,59.43,14,115.39,13,70.03,11,86.40,7,48.46,13,113.55,15,119.70,8,57.76,7,79.32,11,80.71,17,149.43,10,83.86,6,49.72,9,57.16,12,94.44,6,40,5,39,6,50,1,7.04,1012,5562.26
3081,688,4061.52,14,86.39,11,89.95,17,110.995,14,54.57,21,82.14,10,51.98,10,90.04,15,97.62,8,60.17,6,56.93,10,181.32,6,57.29,5,24.90,11,66.61,9,70.79,6,33,16,97,0,0,2,9.79,879,5383.22
3082,2044,8661.17,29,187.61,28,186.07,27,180.31,33,217.57,22,141.77,27,179.52,26,174.34,17,126.74,21,147.45,25,174.36,26,216.99,15,111.48,8,51.16,15,92.64,15,105.69,11,90,7,46,20,136,5,32.51,2421,11259.89
3083,2146,9300.75,49,248.12,29,163.46,33,195.14,37,291.16,21,230.86,26,204.69,30,216.95,25,197.88,17,117.73,22,216.34,30,196.54,29,241.94,7,57.88,18,128.12,17,139.22,11,70,11,78,16,132,7,48.91,2581,12475.43
3084,1510,6506.05,22,146.86,26,168.97,22,141.52,16,105.86,16,91.52,24,183.14,16,129.06,19,173.39,8,66.46,12,95.85,13,85.74,20,185.29,11,68.69,16,114.57,21,135.93,14,84,13,89,13,119,2,10.14,1814,8701.37
3085,811,3322.46,6,53.40,17,128.95,9,57.91,12,68.65,11,71.56,10,69.18,13,78.86,6,41.14,4,34.96,7,50.23,13,94.89,10,74.76,3,20.23,7,44.46,5,34.33,3,19,3,18,10,78,3,18.82,963,4380.67
3087,535,2062.42,8,55.16,7,41.94,7,46.36,8,47.14,9,56.00,4,51.06,12,84.68,7,44.71,6,37.81,5,40.46,10,106.36,6,48.84,1,9.86,5,113.44,8,57.67,6,39,6,44,3,28,3,28.73,656,3043.58
3088,1687,7027.61,25,145.41,29,186.99,36,225.68,36,262.29,24,174.61,24,189.75,28,206.98,24,173.15,11,71.57,24,166.79,26,175.53,26,171.71,14,100.31,13,81.67,20,135.45,12,78,13,88,17,124,10,61.72,2099,9846.70
3089,944,4349.72,9,61.30,14,94.28,19,148.08,13,108.33,14,124.36,14,92.76,11,79.20,13,107.86,9,67.76,11,72.83,12,99.78,9,94.13,5,44.49,12,95.59,12,89.14,4,33,7,49,8,70,3,19.58,1143,5900.70
3090,189,1222.66,2,13.26,4,37.02,3,41.44,1,6.60,0,0.00,4,29.62,1,24.00,2,18.39,4,44.88,2,17.76,3,28.27,6,86.83,0,0.00,6,50.82,1,9.13,2,26,4,65,2,29,1,9.24,237,1760.55
3091,188,1258.51,1,3.30,5,62.41,6,56.85,3,33.61,1,9.99,2,16.62,3,22.51,2,19.79,2,23.12,1,16.94,0,0.00,0,0.00,2,16.25,0,0.00,2,24.20,0,0,2,22,0,0,1,6.66,221,1592.38
3093,261,1539.33,1,6.60,2,81.93,2,12.155,3,25.84,0,0.00,2,16.66,9,72.03,1,19.50,3,20.55,4,46.12,1,28.08,5,41.78,2,17.58,1,6.66,4,41.01,1,14,5,68,1,13,0,0.00,308,2070.28
3094,534,2105.03,8,46.13,7,40.00,7,51.38,10,72.23,7,42.79,8,48.84,10,63.29,10,89.28,5,36.37,7,50.95,7,45.68,9,88.32,1,7.40,4,28.09,6,42.00,8,50,6,47,8,57,1,6.58,663,3018.79
3095,1915,8806.79,19,142.94,25,170.70,30,221.055,28,211.04,26,234.23,23,155.20,21,197.28,18,144.30,18,132.16,18,122.49,24,179.39,22,188.90,11,86.31,15,115.13,25,208.86,12,106,17,163,17,132,10,75.07,2294,11793.04
3096,163,661.80,0,0.00,2,13.26,2,13.32,6,49.37,1,10.36,3,24.62,2,17.02,1,6.66,2,13.32,1,6.66,1,14.80,4,35.86,0,0.00,1,7.77,2,17.19,2,15,1,7,2,13,0,0.00,196,926.15
3097,170,924.35,2,13.32,0,0.00,3,24.86,3,36.85,1,8.20,1,11.22,3,34.59,5,63.90,2,10.33,2,16.65,3,26.58,2,22.32,1,13.32,1,6.66,1,13.28,1,9,1,8,2,30,0,0.00,204,1273.53
3099,486,2210.15,8,64.00,5,37.01,5,41.69,6,59.45,7,61.69,4,34.81,6,50.90,6,39.51,3,41.80,5,49.74,2,14.74,2,18.57,3,22.91,5,33.81,6,44.27,7,82,3,20,2,13,0,0.00,571,2940.56
3101,983,5287.74,10,71.34,15,109.32,19,128.28,14,120.08,11,96.53,16,120.94,14,103.34,8,51.69,8,58.50,13,89.69,15,150.56,16,225.53,8,57.22,8,61.44,11,94.75,6,50,7,58,4,26,3,19.28,1189,6980.19
3102,324,1287.41,2,13.26,9,66.82,8,59.44,6,142.24,5,33.84,0,0.00,1,8.36,0,0.00,4,39.51,9,65.77,3,23.04,5,34.88,2,21.24,2,21.46,8,53.81,2,13,3,19,5,31,1,17.22,399,1951.40
3103,688,3286.32,10,112.87,7,55.04,14,95.68,16,117.70,6,42.38,12,74.25,10,72.91,4,38.59,2,16.56,7,58.26,13,99.24,21,110.55,7,48.30,15,102.27,11,74.77,5,40,7,49,2,10,3,26.16,860,4530.59
3104,968,4852.99,16,119.84,15,126.29,31,206.59,20,158.54,15,105.62,17,116.38,24,199.59,17,138.56,12,80.11,17,138.47,20,177.97,16,130.43,10,67.10,18,147.09,9,83.10,12,87,7,52,5,39,6,63.15,1255,7089.82
3105,607,2699.96,7,50.20,9,55.74,13,99.42,8,53.14,8,52.19,5,32.19,9,63.90,4,25.47,8,68.60,6,50.21,14,101.11,8,69.30,0,0.00,10,75.68,7,53.52,4,33,6,39,5,33,2,12.93,740,3668.86
3106,1197,5537.15,17,123.24,14,100.77,21,148.41,18,158.27,14,128.94,13,113.23,22,167.23,18,116.68,16,150.99,12,105.21,16,114.49,15,172.51,8,78.22,16,134.91,10,68.20,8,58,5,37,15,115,2,19.98,1457,7648.81
3107,752,3329.97,4,26.46,7,47.39,16,104.67,13,105.84,5,34.35,9,61.01,16,121.54,4,27.18,8,67.79,8,63.51,24,169.24,12,86.32,4,21.67,5,33.06,10,79.48,7,49,6,57,4,34,0,0.00,914,4519.67
3108,1127,5164.92,17,111.90,23,135.31,23,186.74,20,129.06,14,167.49,20,133.23,27,172.99,15,102.20,12,188.49,20,128.55,20,225.01,25,203.30,9,69.40,17,127.79,15,103.80,10,68,6,42,12,90,2,14.44,1434,7565.38
3109,1521,6968.01,23,149.45,27,185.11,35,244.695,27,170.26,16,107.14,27,180.26,33,235.58,17,97.27,5,36.00,34,232.77,32,214.89,24,157.21,15,109.54,17,112.99,22,168.58,12,76,7,48,11,81,3,18.10,1908,9592.11
3111,929,4310.13,21,141.60,17,162.06,12,94.88,10,81.37,8,53.34,5,38.71,13,168.32,10,65.26,5,38.11,19,149.10,11,103.57,20,170.86,6,46.89,6,37.77,10,110.12,9,91,2,27,7,45,6,42.21,1126,5976.97
3113,740,3530.19,5,37.41,12,79.77,22,156.39,12,104.65,8,59.80,10,69.31,8,59.43,9,77.16,3,22.94,8,64.53,12,95.28,10,79.14,5,56.68,10,63.86,11,94.32,6,65,6,52,7,68,3,25.32,907,4861.54
3114,306,1556.61,9,75.61,1,6.60,8,70.23,5,66.78,6,34.96,6,64.93,3,32.45,4,41.92,1,19.61,2,13.32,4,41.94,3,53.96,2,29.05,8,73.80,5,50.23,2,37,4,37,1,10,0,0.00,380,2315.04
3115,343,1834.08,4,22.56,0,0.00,3,23.25,4,36.90,4,38.55,8,81.85,3,26.82,4,33.55,1,6.63,4,59.62,3,26.39,2,14.02,1,16.00,4,55.35,7,104.33,3,22,1,12,2,17,2,39.59,403,2470.44
3116,920,4169.64,9,64.81,7,46.50,14,90.64,16,111.74,9,63.52,9,53.75,13,98.55,7,46.86,6,42.52,10,79.02,13,120.11,11,73.09,5,36.03,13,97.25,4,32.48,6,42,5,39,4,24,3,18.70,1084,5350.79
3121,766,3890.49,2,9.24,6,33.88,12,58.9,6,44.52,4,42.60,11,194.58,5,20.23,7,31.49,7,49.38,21,151.20,9,62.17,13,163.78,5,27.93,9,67.44,11,58.17,1,4,10,50,3,15,1,4.80,909,4979.80
3122,549,2710.33,4,39.06,6,34.24,11,79.235,12,71.01,5,38.28,4,21.80,8,60.28,4,81.56,3,43.68,5,109.15,11,78.45,8,176.07,5,32.98,7,42.62,7,54.29,4,29,5,31,4,28,0,0.00,662,3760.73
3123,417,2069.79,3,35.13,4,30.84,10,83.04,9,114.86,9,109.67,0,0.00,5,53.69,4,27.52,7,74.79,5,27.39,10,61.87,6,53.12,1,5.92,6,75.09,9,65.77,6,40,5,45,4,30,0,0.00,520,3003.56
3124,938,4507.58,10,73.97,18,103.68,18,141.765,22,142.45,8,79.05,8,57.99,12,102.77,10,79.75,4,33.48,12,78.49,12,82.02,23,111.68,8,56.96,15,125.59,9,74.96,5,37,11,87,4,27,0,0.00,1147,6002.44
3125,773,3198.37,8,50.23,15,101.77,9,57.51,9,54.77,11,76.96,6,42.49,14,92.54,10,60.64,3,34.04,9,54.83,8,68.73,11,73.34,4,29.37,2,7.89,4,30.48,8,47,6,53,4,21,4,25.50,918,4181.12
3126,313,1674.00,3,26.63,6,50.12,14,123.47,2,13.32,5,132.89,5,30.37,2,12.93,2,17.34,3,19.71,3,19.97,3,22.11,4,58.39,1,9.99,4,21.69,2,17.16,1,7,4,38,2,16,0,0.00,379,2310.86
3127,911,3838.54,9,60.21,12,77.85,13,97.105,19,126.02,9,55.19,10,57.79,13,91.21,5,31.08,4,33.04,14,92.54,14,92.15,13,89.71,14,97.99,16,110.73,10,69.08,1,7,13,123,8,54,3,23.60,1111,5227.29
3128,827,3874.59,17,108.41,15,158.56,11,84.89,11,71.42,7,45.18,11,89.58,15,101.21,4,25.09,4,31.71,8,61.62,14,97.90,14,188.86,7,70.94,13,119.20,13,167.20,5,55,9,62,1,6,3,22.02,1009,5441.05
3129,859,3571.12,17,112.56,12,105.42,21,138.175,18,119.85,16,84.16,14,65.86,22,146.05,7,40.93,16,98.49,7,49.68,15,96.43,10,57.61,3,19.86,6,42.88,12,93.59,3,32,16,108,10,68,3,18.07,1087,5069.21
3130,1954,8187.55,30,201.55,27,156.12,32,214.55,27,233.44,19,101.71,19,128.13,24,152.20,27,299.15,23,175.38,27,238.35,33,275.10,28,274.36,18,151.52,23,261.97,13,87.83,17,127,17,133,10,65,7,50.36,2375,11514.17
3131,1484,6914.42,21,149.59,18,121.55,24,169.97,15,91.72,11,76.94,21,152.72,20,281.18,22,192.46,15,106.17,18,217.16,21,238.24,18,179.46,9,74.70,7,40.59,12,174.64,10,66,11,75,13,122,8,56.78,1778,9501.02
3132,939,3968.88,10,59.02,6,40.23,8,50.87,18,109.65,14,138.99,10,84.48,10,68.61,19,164.23,12,85.54,13,145.25,10,119.20,13,104.09,3,22.94,19,126.64,10,67.79,5,37,8,57,6,39,1,6.66,1134,5495.02
3133,1804,7659.95,21,143.73,38,257.80,26,173.43,24,161.83,23,156.57,25,162.90,20,129.00,26,211.93,13,91.55,27,194.03,27,187.25,27,288.12,17,112.26,17,120.11,22,159.42,11,82,8,62,6,41,8,50.59,2190,10445.62
3134,2087,10667.18,22,153.64,41,286.14,33,257.71,35,213.11,31,197.97,21,208.38,38,294.70,24,163.55,17,203.04,27,381.95,33,256.04,26,179.23,19,162.77,28,203.56,23,167.19,20,170,19,218,11,103,8,61.76,2563,14549.26
3135,1295,5861.79,18,112.29,17,188.56,16,126.31,15,100.08,10,69.07,15,108.90,14,70.00,20,210.43,11,74.76,23,212.27,30,216.85,19,241.15,9,62.00,11,86.58,10,77.13,5,37,10,75,12,89,4,29.07,1564,8047.83
3136,3092,13051.64,41,267.52,47,292.14,50,324.995,45,285.17,33,313.54,41,270.92,50,362.53,43,332.10,29,198.28,34,272.45,48,344.56,47,295.01,23,245.33,31,324.17,34,236.73,24,195,21,141,21,181,5,42.14,3759,17976.11
3137,1203,6568.41,14,127.42,13,82.71,17,107.825,22,143.42,17,111.08,11,72.13,22,211.63,9,65.12,15,99.12,13,180.64,15,118.95,9,71.23,6,40.55,8,68.85,10,70.63,10,73,6,50,5,31,2,20.16,1427,8313.78
3138,1764,7054.32,17,109.57,30,193.60,25,157.06,22,137.93,13,84.06,26,231.59,29,194.09,17,103.14,16,119.49,20,122.67,23,177.77,17,113.62,13,98.28,12,83.34,11,67.13,10,62,8,56,5,33,4,26.52,2082,9225.16
3139,1510,8240.07,12,81.39,13,103.08,25,341.31,17,237.03,10,113.60,11,129.99,5,35.63,8,71.85,11,103.17,10,79.65,13,134.35,13,98.75,1,14.40,11,74.08,8,67.54,9,70,12,87,3,26,4,39.76,1706,10149.25
3140,1382,6641.01,15,103.80,19,123.04,15,138.33,12,83.27,14,197.57,18,158.79,19,240.69,12,81.23,11,76.40,14,192.12,25,322.83,17,158.85,6,39.17,12,82.23,17,122.59,11,80,18,156,5,31,6,34.95,1648,9063.76
3141,264,1375.53,0,0.00,2,10.89,1,4.44,2,21.68,4,29.77,5,49.50,5,30.99,3,19.22,1,5.72,2,13.32,7,47.92,5,36.06,5,61.65,2,11.35,1,5.85,1,3,2,10,1,6,1,6.66,314,1750.27
3142,259,2020.23,3,23.95,4,15.04,2,18.29,5,33.79,4,40.65,2,9.96,4,37.09,4,48.10,1,13.60,3,49.07,4,29.07,6,67.22,0,0.00,1,6.66,5,56.81,3,19,1,11,1,13,3,40.88,315,2553.66
3143,234,1276.47,1,3.65,3,29.68,2,15.425,1,12.95,0,0.00,3,19.32,3,25.11,2,15.48,3,53.41,4,21.87,1,20.35,5,34.75,1,6.24,6,42.37,0,0.00,1,5,3,17,0,0,0,0.00,273,1598.87
3144,388,2262.43,1,6.66,5,42.05,6,44.11,7,34.73,3,21.51,1,7.67,6,95.88,3,31.67,3,28.24,7,46.24,5,41.05,2,19.11,1,6.63,2,17.95,0,0.00,4,40,2,18,1,9,0,0.00,447,2772.21
3145,944,4136.27,15,123.83,11,80.63,23,126.63,15,100.74,11,63.71,5,36.18,14,91.17,10,77.92,7,62.91,17,162.87,15,133.12,23,149.30,3,14.00,6,44.85,11,75.24,9,58,6,53,4,25,3,26.96,1152,5641.68
3146,1084,5055.92,19,115.09,14,87.03,16,115.8,10,75.55,12,76.39,11,94.92,12,86.38,8,60.81,9,61.05,16,139.03,18,142.03,19,186.41,5,34.72,31,147.08,18,233.87,7,43,13,113,6,59,6,38.75,1334,6965.77
3147,881,3859.05,11,67.90,15,90.60,21,173.955,11,70.39,14,72.41,10,68.83,12,71.67,9,55.27,10,93.27,5,39.37,11,82.97,18,134.37,5,27.38,8,39.65,8,61.59,5,29,6,44,5,38,5,30.14,1070,5149.34
3148,449,1736.98,7,58.99,8,42.49,11,57.71,10,58.25,12,71.75,7,126.06,5,29.72,4,13.22,3,21.09,9,51.80,16,85.34,5,27.22,5,16.80,5,26.98,6,48.52,7,41,2,11,7,44,1,5.55,579,2573.92
3149,2313,9941.06,28,183.07,39,271.74,46,303.065,32,217.39,34,291.81,33,209.01,40,253.45,36,265.10,23,171.66,32,216.71,38,275.89,32,238.24,16,127.81,28,220.84,25,184.72,13,80,21,129,14,104,7,45.88,2850,13730.43
3150,4575,19685.91,64,439.37,69,479.19,77,547.58,62,427.99,55,400.36,56,400.74,69,461.43,57,448.71,45,365.78,62,476.66,43,322.81,75,578.70,27,184.62,26,249.72,39,264.02,23,182,30,239,19,151,23,183.76,5496,26489.22
3151,703,2884.24,17,91.70,46,147.68,11,63.8,11,74.68,4,25.53,19,94.65,51,224.08,10,50.97,9,61.29,4,30.38,7,48.97,13,105.67,4,27.95,8,65.40,20,97.65,4,29,6,49,2,13,0,0.00,949,4184.74
3152,2765,12233.55,52,372.32,33,218.23,51,336.02,38,342.06,39,264.42,33,327.89,40,254.60,37,248.84,18,126.71,36,247.71,43,289.70,38,331.81,17,114.11,23,155.96,28,188.29,16,127,22,230,22,176,10,68.26,3361,16653.87
3153,1728,12284.73,24,283.26,16,141.39,26,176.405,24,159.42,14,157.59,32,265.78,24,261.41,36,293.97,23,287.22,26,251.20,27,301.80,24,319.45,12,72.38,13,145.48,21,189.73,6,55,15,174,8,56,0,0.00,2099,15876.44
3154,341,1390.21,3,19.91,5,37.23,6,41.8,2,13.25,3,23.16,7,50.13,3,19.83,3,16.28,2,13.32,7,38.58,2,13.30,2,19.11,0,0.00,2,13.10,1,8.88,5,41,2,13,2,24,1,8.72,399,1804.31
3155,1669,7110.28,20,114.44,17,97.32,26,166.71,25,137.75,21,167.99,40,241.40,26,165.50,16,124.44,8,48.33,15,100.30,31,200.77,15,92.19,7,41.29,16,205.48,14,120.15,12,73,7,52,11,86,4,21.10,2000,9366.56
3156,3328,14374.88,28,274.43,47,341.42,48,319.1,51,446.94,31,228.97,45,354.25,39,303.82,37,299.10,32,257.48,46,350.90,31,318.47,35,266.90,19,121.42,23,262.71,32,202.85,27,216,17,166,19,180,8,61.60,3943,19347.75
3158,435,1893.14,4,28.79,4,30.16,10,79.25,4,23.67,5,49.32,7,46.36,5,40.14,6,49.29,3,15.26,6,43.53,6,58.62,6,43.98,5,35.77,5,42.80,4,27.61,1,7,3,21,1,9,0,0.00,520,2544.01
3159,189,792.12,2,10.59,0,0.00,3,21.12,3,16.64,5,40.64,2,11.94,4,25.99,1,13.32,3,22.86,3,20.09,3,23.65,2,19.93,2,16.65,0,0.00,0,0.00,0,0,3,27,0,0,1,6.66,226,1069.21
3160,616,2752.51,6,47.17,6,41.22,11,104.25,10,61.58,9,64.65,6,43.26,7,48.84,6,41.68,8,70.12,5,38.48,8,55.10,5,39.22,2,16.54,3,26.27,7,56.05,4,28,3,20,4,27,1,7.80,727,3589.43
3161,405,2503.02,4,29.91,12,109.70,9,58.07,5,38.94,5,34.44,8,74.75,3,19.59,4,27.45,4,32.93,5,58.02,4,36.29,9,67.96,3,18.00,5,48.86,9,94.11,2,21,3,33,7,75,2,20.08,508,3401.25
3162,659,3189.97,7,56.28,15,104.47,15,90.29,12,81.69,16,112.20,9,56.63,9,69.94,9,67.01,5,36.69,14,110.40,13,90.53,9,71.42,9,58.16,12,88.23,9,56.77,5,61,6,43,8,58,2,17.43,843,4519.39
3163,1153,4572.38,20,136.34,15,95.14,15,83.37,18,108.05,9,81.59,9,54.98,14,89.37,17,108.04,9,69.83,17,152.66,23,222.04,15,132.50,3,20.72,12,83.32,11,79.22,6,43,20,111,11,72,7,38.11,1404,6352.63
3164,20,543.56,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,20,543.56
3165,1378,5642.43,27,189.51,25,166.01,26,170.15,26,176.42,17,137.52,16,141.40,18,160.08,33,236.77,17,129.01,21,156.30,22,159.36,15,108.73,15,104.83,19,118.65,19,155.88,12,98,10,72,5,38,3,18.79,1724,8180.66
3166,1137,5533.26,18,141.51,13,80.36,16,100.46,16,94.20,15,115.60,19,284.35,18,131.70,17,117.98,9,88.42,13,155.94,18,128.29,14,120.65,7,54.11,11,153.32,8,113.12,9,69,6,40,6,37,4,59.10,1374,7617.32
3167,617,3019.05,7,45.23,4,52.79,14,223.53,8,50.35,7,38.61,4,26.28,10,74.90,7,124.55,7,42.74,5,33.79,15,134.57,8,144.63,4,32.96,2,17.58,8,158.70,2,12,3,26,6,40,2,11.73,740,4310.65
3168,647,4551.64,8,49.40,12,101.87,8,53.61,13,79.72,7,76.47,9,50.82,21,172.42,7,82.69,4,43.97,7,52.18,11,167.48,6,57.61,4,48.38,2,16.74,9,59.25,4,74,5,70,6,61,3,13.34,793,5882.69
3169,1196,5965.39,18,121.11,23,157.96,25,157.65,14,90.37,15,92.35,21,171.91,11,92.32,15,160.99,13,93.95,15,109.10,22,239.32,17,243.67,11,70.28,6,31.84,7,46.13,10,71,11,75,6,33,1,6.60,1457,8030.73
3170,1451,7981.41,28,201.89,22,163.13,28,165.87,25,169.65,33,224.12,21,168.59,24,244.71,18,234.37,8,86.84,18,130.42,26,234.26,18,213.77,10,62.65,17,118.09,6,59.48,10,77,6,42,9,67,6,43.15,1784,10688.58
3171,1421,6551.56,22,156.68,27,161.91,23,388.9,15,98.72,22,575.36,19,168.31,17,126.59,25,210.00,11,89.50,46,386.24,19,228.78,18,280.65,8,51.93,12,90.18,13,113.25,15,141,10,85,10,78,1,9.62,1754,9991.91
3172,1683,7770.31,25,167.54,26,171.72,34,251.48,33,236.01,29,182.85,26,299.99,31,263.25,17,114.83,16,159.79,20,149.40,17,166.35,19,157.67,16,113.63,18,126.35,13,101.19,17,117,11,135,6,47,6,50.60,2063,10781.39
3173,2958,15373.26,40,273.44,57,506.26,51,372.44,51,433.13,36,232.86,36,286.50,59,417.05,37,340.99,26,206.05,33,259.17,34,231.57,21,346.44,9,59.67,22,167.90,28,291.81,17,147,23,254,12,78,13,96.65,3563,20373.63
3174,2253,9878.23,34,206.33,44,273.13,45,286.6,32,227.57,24,160.01,31,241.50,44,302.45,22,231.25,24,191.44,23,153.89,28,207.14,21,161.61,8,56.34,18,201.05,16,90.75,11,108,9,90,19,123,9,71.14,2715,13261.61
3175,3335,28416.70,48,328.46,36,471.31,43,451.43,38,336.01,48,1118.90,55,639.66,45,552.70,50,950.85,38,407.14,42,698.73,64,949.01,48,771.51,14,250.50,34,323.92,30,590.68,25,497,24,229,18,283,11,87.46,4046,38353.62
3176,1,5.10,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,1,5.10
3177,690,2760.11,8,48.79,12,72.90,8,55.51,12,72.71,7,45.58,18,207.37,8,61.73,5,32.93,7,50.29,14,87.56,11,72.37,9,59.78,2,13.82,9,31.42,11,80.09,6,38,8,46,7,38,1,6.16,853,3880.95
3178,3413,14503.41,43,234.14,44,290.84,48,352.47,38,268.90,37,242.98,42,265.14,41,298.80,44,327.91,33,216.06,29,185.89,69,491.13,37,280.28,17,209.55,31,206.20,28,207.02,11,91,27,193,9,60,10,80.39,4051,19004.38
3179,536,3241.63,10,59.60,4,26.12,11,166.41,6,38.08,6,81.80,6,70.60,7,71.50,6,71.01,5,32.50,7,48.47,6,43.73,5,158.06,4,58.53,2,14.28,4,27.63,3,17,5,33,4,38,1,6.60,638,4304.49
3180,747,3909.62,9,54.69,11,78.54,12,81.83,6,34.89,6,36.45,7,48.50,10,162.75,7,44.03,8,71.80,9,176.48,10,73.13,14,107.61,5,30.28,5,28.06,9,70.93,8,115,2,17,6,64,3,19.81,894,5224.99
3181,336,1637.17,3,20.68,3,20.18,4,23.57,2,7.29,3,13.48,3,15.58,2,9.85,5,46.04,2,27.32,3,22.87,4,20.80,0,0.00,2,35.52,3,15.80,6,29.23,1,6,3,39,4,26,0,0.00,389,2015.53
3182,338,1621.71,2,18.77,3,18.13,2,8.68,2,13.24,0,0.00,1,6.65,5,53.28,5,77.65,0,0.00,5,40.25,2,12.06,4,46.31,0,0.00,3,23.48,6,32.40,4,26,6,123,4,24,0,0.00,392,2144.93
3183,381,1579.67,1,5.61,4,23.54,6,45.13,7,39.54,4,27.24,3,19.19,6,35.73,2,12.52,4,29.39,6,59.62,10,68.79,9,58.57,5,34.42,7,57.60,2,12.87,3,23,1,6,1,6,1,6.64,463,2151.25
3184,384,1476.70,3,15.28,3,14.82,6,40.99,5,32.48,5,31.54,1,1.75,1,6.57,3,26.58,2,13.20,4,25.84,9,63.32,13,76.36,2,12.14,3,23.68,3,14.80,3,13,2,18,4,22,0,0.00,456,1928.99
3185,431,1851.68,8,49.93,4,22.06,10,71.33,10,67.33,5,39.07,4,21.46,10,55.50,3,27.99,8,85.39,5,41.16,4,34.05,8,62.38,3,24.11,8,77.09,6,40.87,2,16,6,42,1,7,1,6.64,537,2642.71
